insee,commune,departement,travail_insee,travail_commune,travail_departement,latitude,longitude,emplois,habitants,menages,pers_par_menages,unite_conso_menages,revenu_median,travail_latitude,travail_longitude,travail_emplois,distance_oiseau_km,distance_auto_km,duree_auto_minutes,distance_velo_km,duree_velo_minutes,2009,2014,2009_inter,2014_inter,2009_extra,2014_extra,2009_extra_travail_commune,2014_extra_travail_commune
30126,GARRIGUES-SAINTE-EULALIE,30,30189,NIMES,30,43.98790244,4.305564721,24,754,291,711,478,21504,43.84493839,4.34806797,22719,16.3,24.6,29,20.2,88,379,0,74,0,305,0,103,0
30127,GAUJAC,30,30028,BAGNOLS-SUR-CEZE,30,44.07594732,4.571173881,41,1107,425,1121,728,20879,44.16224967,4.624773809,2737,10.5,12.2,17,12.9,56,444,488,60,55,384,433,156,134
30128,GENERAC,30,30189,NIMES,30,43.72365936,4.358700734,329,4036,1643,4107,2718,20412,43.84493839,4.34806797,22719,13.5,19.3,32,17.6,73,1698,1735,485,419,1213,1316,712,668
30132,LA GRAND-COMBE,30,30007,ALES,30,44.22715122,4.029849021,416,5162,2173,4438,3162,14230,44.12500991,4.088285013,6385,12.3,16.9,25,19.2,81,1178,1086,607,478,571,608,301,308
30133,LE GRAU-DU-ROI,30,34344,LA GRANDE-MOTTE,34,43.50728109,4.166229487,1207,8372,5295,9621,7275,19173,43.56853941,4.075832847,1092,10.0,16.6,22,13.4,59,2715,0,1692,0,1022,0,138,0
30133,LE GRAU-DU-ROI,30,34172,MONTPELLIER,34,43.50728109,4.166229487,1207,8372,5295,9621,7275,19173,43.61344091,3.868516579,38976,26.7,37.3,43,34.7,149,2715,2544,1692,1710,1022,834,225,162
30133,LE GRAU-DU-ROI,30,30189,NIMES,30,43.50728109,4.166229487,1207,8372,5295,9621,7275,19173,43.84493839,4.34806797,22719,40.3,55.5,58,49.2,220,2715,0,1692,0,1022,0,119,0
30133,LE GRAU-DU-ROI,30,30003,AIGUES-MORTES,30,43.50728109,4.166229487,1207,8372,5295,9621,7275,19173,43.55072496,4.183498021,828,5.0,9.1,18,9.3,42,2715,0,1692,0,1022,0,146,0
30135,JONQUIERES-SAINT-VINCENT,30,30189,NIMES,30,43.82790058,4.557759209,202,3649,1400,3782,2430,18522,43.84493839,4.34806797,22719,16.9,19.4,30,23.0,102,1260,1370,368,293,892,1077,212,295
30135,JONQUIERES-SAINT-VINCENT,30,30032,BEAUCAIRE,30,43.82790058,4.557759209,202,3649,1400,3782,2430,18522,43.77974295,4.593802969,1719,6.1,12.1,20,10.2,42,1260,1370,368,293,892,1077,252,170
30138,LANGLADE,30,30189,NIMES,30,43.80451178,4.255336618,153,2145,871,2155,1461,24576,43.84493839,4.34806797,22719,8.7,14.4,27,11.7,52,925,853,151,182,773,671,422,360
30141,LAUDUN-L'ARDOISE,30,30028,BAGNOLS-SUR-CEZE,30,44.10295683,4.663895131,840,6038,2234,5619,3718,20292,44.16224967,4.624773809,2737,7.3,12.6,15,8.7,37,2394,2822,1173,1489,1221,1333,382,374
30141,LAUDUN-L'ARDOISE,30,84007,AVIGNON,84,44.10295683,4.663895131,840,6038,2234,5619,3718,20292,43.93524483,4.840715725,18441,23.4,30.8,43,31.6,137,2394,2822,1173,1489,1221,1333,113,138
30141,LAUDUN-L'ARDOISE,30,30081,CHUSCLAN,30,44.10295683,4.663895131,840,6038,2234,5619,3718,20292,44.1543328,4.688296222,261,6.0,8.5,15,8.0,35,2394,2822,1173,1489,1221,1333,163,139
30142,LAVAL-PRADEL,30,30007,ALES,30,44.21511836,4.064636755,72,1169,501,1139,786,18569,44.12500991,4.088285013,6385,10.2,19.0,29,13.4,58,472,461,104,78,368,383,168,183
30145,LEDENON,30,30189,NIMES,30,43.90876858,4.515149348,129,1476,588,1540,1007,19679,43.84493839,4.34806797,22719,15.2,18.9,31,19.7,84,576,629,164,185,412,444,220,229
30146,LEDIGNAN,30,30189,NIMES,30,43.98540611,4.108526813,160,1431,584,1465,968,17193,43.84493839,4.34806797,22719,24.7,32.0,30,30.4,133,0,480,0,150,0,330,0,105
30147,LEZAN,30,30007,ALES,30,44.01289617,4.050982561,109,1593,637,1520,1020,17347,44.12500991,4.088285013,6385,12.8,14.9,22,14.3,60,0,577,0,124,0,453,0,134
30149,LIRAC,30,84007,AVIGNON,84,44.03014669,4.682133288,32,888,363,901,602,20700,43.93524483,4.840715725,18441,16.5,22.6,38,23.0,98,441,0,69,0,372,0,117,0
30152,LES MAGES,30,30007,ALES,30,44.22812903,4.174363251,86,2030,870,2047,1390,18411,44.12500991,4.088285013,6385,13.4,15.3,27,16.9,75,700,778,140,176,560,602,200,220
30152,LES MAGES,30,30227,SAINT-AMBROIX,30,44.22812903,4.174363251,86,2030,870,2047,1390,18411,44.25245837,4.194185732,362,3.1,6.9,11,4.4,20,700,0,140,0,560,0,100,0
30155,MANDUEL,30,30189,NIMES,30,43.80569031,4.488261831,426,6542,2692,6772,4514,19910,43.84493839,4.34806797,22719,12.1,16.2,26,15.6,66,2190,2579,521,643,1669,1936,916,1120
30156,MARGUERITTES,30,30189,NIMES,30,43.86115026,4.450206439,1009,8577,3490,8448,5722,19887,43.84493839,4.34806797,22719,8.4,12.8,23,10.9,47,3423,3269,1020,878,2403,2391,1609,1533
30165,MEJANNES-LES-ALES,30,30007,ALES,30,44.10161097,4.151296055,178,1208,488,1192,801,20203,44.12500991,4.088285013,6385,5.7,7.1,12,7.5,32,528,580,76,130,452,450,228,240
30166,MEYNES,30,30189,NIMES,30,43.87736584,4.554182225,114,2457,938,2412,1589,19384,43.84493839,4.34806797,22719,16.9,21.8,33,21.1,89,920,954,228,180,692,774,160,195
30169,MILHAUD,30,30189,NIMES,30,43.7887624,4.309119768,564,5781,2253,5396,3650,18935,43.84493839,4.34806797,22719,7.0,12.0,22,9.1,39,2293,2010,518,475,1774,1535,1259,992
30170,MOLIERES-CAVAILLAC,30,30350,LE VIGAN,30,43.97073083,3.571824012,200,939,381,871,604,18461,43.98865656,3.625228834,651,4.7,5.8,8,6.2,26,380,400,120,165,260,235,128,145
30173,MONS,30,30007,ALES,30,44.12105587,4.17830624,86,1620,676,1673,1120,20574,44.12500991,4.088285013,6385,7.2,9.6,16,10.0,42,667,629,117,132,551,496,326,223
30174,MONTAREN-ET-SAINT-MEDIERS,30,30334,UZES,30,44.04461919,4.382968785,142,1475,629,1444,998,18906,44.01365904,4.416000316,1634,4.3,5.9,8,5.3,22,557,598,178,203,379,396,247,193
30177,MONTEILS,30,30007,ALES,30,44.08933653,4.181240858,23,648,258,676,442,19966,44.12500991,4.088285013,6385,8.4,9.3,14,10.1,42,277,345,51,73,226,272,132,150
30179,MONTFRIN,30,30189,NIMES,30,43.87509738,4.591823071,176,3199,1288,3141,2110,17991,43.84493839,4.34806797,22719,19.8,25.0,37,24.4,102,1064,1160,235,259,829,901,141,144
30179,MONTFRIN,30,84007,AVIGNON,84,43.87509738,4.591823071,176,3199,1288,3141,2110,17991,43.93524483,4.840715725,18441,21.0,27.0,41,27.9,144,1064,1160,235,259,829,901,125,179
30180,MONTIGNARGUES,30,30189,NIMES,30,43.93184297,4.206630632,11,620,216,588,384,19378,43.84493839,4.34806797,22719,14.9,17.9,20,18.1,82,287,279,46,55,240,224,135,142
30182,MONTPEZAT,30,30189,NIMES,30,43.85393974,4.159328869,59,1053,430,1133,737,19036,43.84493839,4.34806797,22719,15.2,18.3,24,19.1,87,410,446,103,101,308,344,164,198
30184,MOUSSAC,30,30189,NIMES,30,43.97756527,4.235316606,94,1364,557,1355,907,19071,43.84493839,4.34806797,22719,17.3,20.8,22,21.6,89,512,575,123,171,389,404,156,192
30185,MUS,30,30189,NIMES,30,43.73715472,4.202786829,42,1388,549,1390,922,21303,43.84493839,4.34806797,22719,16.7,24.8,35,20.8,92,0,546,0,84,0,462,0,109
30186,NAGES-ET-SOLORGUES,30,30189,NIMES,30,43.78706182,4.232972528,62,1561,649,1707,1124,25127,43.84493839,4.34806797,22719,11.3,18.4,29,14.2,63,611,608,100,96,510,512,297,236
30189,NIMES,30,30169,MILHAUD,30,43.84493839,4.34806797,22719,151075,64885,139707,97372,16626,43.7887624,4.309119768,564,7.0,8.5,21,9.4,40,48442,49346,38798,39314,9644,10033,282,220
30189,NIMES,30,30258,SAINT-GILLES,30,43.84493839,4.34806797,22719,151075,64885,139707,97372,16626,43.65828809,4.407784278,1102,21.3,24.6,38,25.3,107,48442,49346,38798,39314,9644,10033,209,184
30189,NIMES,30,30344,VERGEZE,30,43.84493839,4.34806797,22719,151075,64885,139707,97372,16626,43.73753604,4.233609905,607,15.1,18.6,29,19.0,79,48442,49346,38798,39314,9644,10033,135,141
30189,NIMES,30,30356,RODILHAN,30,43.84493839,4.34806797,22719,151075,64885,139707,97372,16626,43.82550394,4.434106691,159,7.2,9.1,21,10.9,46,48442,49346,38798,39314,9644,10033,125,116
30189,NIMES,30,34172,MONTPELLIER,34,43.84493839,4.34806797,22719,151075,64885,139707,97372,16626,43.61344091,3.868516579,38976,46.4,54.6,57,56.2,253,48442,49346,38798,39314,9644,10033,1159,1084
30189,NIMES,30,13004,ARLES,13,43.84493839,4.34806797,22719,151075,64885,139707,97372,16626,43.54686924,4.662156426,6743,41.7,50.3,50,54.9,243,48442,49346,38798,39314,9644,10033,328,372
30189,NIMES,30,84007,AVIGNON,84,43.84493839,4.34806797,22719,151075,64885,139707,97372,16626,43.93524483,4.840715725,18441,40.7,49.6,63,52.4,247,48442,49346,38798,39314,9644,10033,305,338
30189,NIMES,30,30156,MARGUERITTES,30,43.84493839,4.34806797,22719,151075,64885,139707,97372,16626,43.86115026,4.450206439,1009,8.4,12.4,24,11.1,47,48442,49346,38798,39314,9644,10033,403,379
30189,NIMES,30,30341,VAUVERT,30,43.84493839,4.34806797,22719,151075,64885,139707,97372,16626,43.62584685,4.305970933,1066,24.6,30.3,44,30.9,131,48442,49346,38798,39314,9644,10033,210,238
30189,NIMES,30,30007,ALES,30,43.84493839,4.34806797,22719,151075,64885,139707,97372,16626,44.12500991,4.088285013,6385,37.5,40.7,36,46.4,201,48442,49346,38798,39314,9644,10033,321,393
30189,NIMES,30,34145,LUNEL,34,43.84493839,4.34806797,22719,151075,64885,139707,97372,16626,43.68204818,4.135664723,2837,24.9,32.9,35,31.1,142,48442,49346,38798,39314,9644,10033,114,140
30189,NIMES,30,30334,UZES,30,43.84493839,4.34806797,22719,151075,64885,139707,97372,16626,44.01365904,4.416000316,1634,19.5,28.6,33,26.2,117,48442,49346,38798,39314,9644,10033,326,288
30189,NIMES,30,30125,GARONS,30,43.84493839,4.34806797,22719,151075,64885,139707,97372,16626,43.77173577,4.438485619,553,10.9,13.3,26,14.4,65,48442,49346,38798,39314,9644,10033,362,329
30189,NIMES,30,30060,CAISSARGUES,30,43.84493839,4.34806797,22719,151075,64885,139707,97372,16626,43.79201187,4.395498483,723,7.0,10.3,19,8.5,38,48442,49346,38798,39314,9644,10033,397,339
30189,NIMES,30,30032,BEAUCAIRE,30,43.84493839,4.34806797,22719,151075,64885,139707,97372,16626,43.77974295,4.593802969,1719,21.0,27.8,43,27.7,117,48442,49346,38798,39314,9644,10033,273,217
30189,NIMES,30,30006,AIMARGUES,30,43.84493839,4.34806797,22719,151075,64885,139707,97372,16626,43.67178037,4.203751001,582,22.5,31.5,35,27.7,117,48442,0,38798,0,9644,0,122,0
30189,NIMES,30,30047,BOUILLARGUES,30,43.84493839,4.34806797,22719,151075,64885,139707,97372,16626,43.80161846,4.434484254,541,8.4,10.4,23,11.1,47,48442,49346,38798,39314,9644,10033,253,235
30189,NIMES,30,30028,BAGNOLS-SUR-CEZE,30,43.84493839,4.34806797,22719,151075,64885,139707,97372,16626,44.16224967,4.624773809,2737,41.7,59.4,60,55.1,241,0,49346,0,39314,0,10033,0,107
30189,NIMES,30,13108,TARASCON,13,43.84493839,4.34806797,22719,151075,64885,139707,97372,16626,43.79398853,4.686148492,1637,27.7,34.9,46,34.9,150,48442,0,38798,0,9644,0,104,0
30189,NIMES,30,30155,MANDUEL,30,43.84493839,4.34806797,22719,151075,64885,139707,97372,16626,43.80569031,4.488261831,426,12.1,15.7,27,15.8,66,48442,49346,38798,39314,9644,10033,128,108
30191,ORSAN,30,30028,BAGNOLS-SUR-CEZE,30,44.13482873,4.665228275,96,1067,463,1134,761,21889,44.16224967,4.624773809,2737,4.4,6.5,10,4.9,20,428,444,72,89,356,355,116,105
30193,PARIGNARGUES,30,30189,NIMES,30,43.86965165,4.213506673,39,550,235,580,385,21223,43.84493839,4.34806797,22719,11.1,14.0,19,13.9,65,0,251,0,41,0,210,0,157
30202,PONT-SAINT-ESPRIT,30,30081,CHUSCLAN,30,44.25266371,4.639019458,994,10155,4607,10488,7174,17631,44.1543328,4.688296222,261,11.6,18.6,25,14.6,62,0,3652,0,1463,0,2189,0,116
30202,PONT-SAINT-ESPRIT,30,26235,PIERRELATTE,26,44.25266371,4.639019458,994,10155,4607,10488,7174,17631,44.36069377,4.687151136,2898,12.6,17.6,21,15.8,65,3588,3652,1470,1463,2118,2189,381,336
30202,PONT-SAINT-ESPRIT,30,30028,BAGNOLS-SUR-CEZE,30,44.25266371,4.639019458,994,10155,4607,10488,7174,17631,44.16224967,4.624773809,2737,10.1,12.3,19,12.0,50,3588,3652,1470,1463,2118,2189,435,417
30202,PONT-SAINT-ESPRIT,30,26324,SAINT-PAUL-TROIS-CHATEAUX,26,44.25266371,4.639019458,994,10155,4607,10488,7174,17631,44.34828085,4.757449344,1169,14.2,19.1,26,19.2,81,0,3652,0,1463,0,2189,0,132
30202,PONT-SAINT-ESPRIT,30,84019,BOLLENE,84,44.25266371,4.639019458,994,10155,4607,10488,7174,17631,44.28820164,4.752359563,1808,9.9,11.2,16,12.2,51,3588,3652,1470,1463,2118,2189,169,220
30206,POULX,30,30189,NIMES,30,43.91459822,4.423947476,151,3914,1484,3997,2621,23651,43.84493839,4.34806797,22719,9.9,15.3,24,13.6,58,1884,1716,332,358,1552,1358,980,893
30209,PUJAUT,30,30011,LES ANGLES,30,43.9993699,4.764810999,208,4139,1647,4230,2800,23618,43.94668029,4.752552562,1120,5.9,10.0,13,8.9,40,1724,0,324,0,1400,0,100,0
30209,PUJAUT,30,30351,VILLENEUVE-LES-AVIGNON,30,43.9993699,4.764810999,208,4139,1647,4230,2800,23618,43.97716736,4.794660407,1004,3.4,6.0,11,5.4,22,1724,1781,324,344,1400,1437,156,124
30209,PUJAUT,30,84007,AVIGNON,84,43.9993699,4.764810999,208,4139,1647,4230,2800,23618,43.93524483,4.840715725,18441,9.4,16.2,28,13.9,58,1724,1781,324,344,1400,1437,588,589
30210,QUISSAC,30,30189,NIMES,30,43.91799347,3.997222518,360,3156,1309,3016,2058,18079,43.84493839,4.34806797,22719,29.3,35.8,40,36.1,168,0,1179,0,479,0,700,0,222
30210,QUISSAC,30,34172,MONTPELLIER,34,43.91799347,3.997222518,360,3156,1309,3016,2058,18079,43.61344091,3.868516579,38976,35.4,45.6,52,40.7,195,0,1179,0,479,0,700,0,121
30211,REDESSAN,30,30189,NIMES,30,43.83454668,4.512989429,177,4097,1467,3980,2562,18965,43.84493839,4.34806797,22719,13.3,15.6,29,18.4,79,1439,1651,284,283,1155,1367,605,756
30212,REMOULINS,30,30189,NIMES,30,43.94057193,4.564889387,414,2337,1022,2284,1574,17088,43.84493839,4.34806797,22719,20.4,29.2,32,26.0,111,925,907,392,333,533,574,117,132
30214,RIBAUTE-LES-TAVERNES,30,30007,ALES,30,44.04188789,4.085015863,108,2027,807,2077,1355,17476,44.12500991,4.088285013,6385,9.2,13.0,21,11.6,50,674,739,182,159,492,580,190,198
30217,ROCHEFORT-DU-GARD,30,84007,AVIGNON,84,43.98116883,4.681557285,411,7511,2852,7714,5011,21849,43.93524483,4.840715725,18441,13.7,18.2,33,18.8,82,3204,3321,660,681,2544,2640,1186,1077
30217,ROCHEFORT-DU-GARD,30,30011,LES ANGLES,30,43.98116883,4.681557285,411,7511,2852,7714,5011,21849,43.94668029,4.752552562,1120,6.9,12.0,19,10.2,47,3204,3321,660,681,2544,2640,259,240
30217,ROCHEFORT-DU-GARD,30,30351,VILLENEUVE-LES-AVIGNON,30,43.98116883,4.681557285,411,7511,2852,7714,5011,21849,43.97716736,4.794660407,1004,9.1,13.5,21,12.9,56,0,3321,0,681,0,2640,0,175
30217,ROCHEFORT-DU-GARD,30,30189,NIMES,30,43.98116883,4.681557285,411,7511,2852,7714,5011,21849,43.84493839,4.34806797,22719,30.7,35.7,40,41.7,177,0,3321,0,681,0,2640,0,105
30217,ROCHEFORT-DU-GARD,30,84092,LE PONTET,84,43.98116883,4.681557285,411,7511,2852,7714,5011,21849,43.96839035,4.865495908,3232,14.8,20.8,28,20.1,88,3204,3321,660,681,2544,2640,103,110
30221,ROQUEMAURE,30,30011,LES ANGLES,30,44.04147569,4.756570125,518,5464,2307,5531,3716,18532,43.94668029,4.752552562,1120,10.5,15.8,20,15.3,68,2082,0,635,0,1447,0,101,0
30221,ROQUEMAURE,30,30028,BAGNOLS-SUR-CEZE,30,44.04147569,4.756570125,518,5464,2307,5531,3716,18532,44.16224967,4.624773809,2737,17.1,19.7,25,21.3,94,2082,0,635,0,1447,0,105,0
30221,ROQUEMAURE,30,30351,VILLENEUVE-LES-AVIGNON,30,44.04147569,4.756570125,518,5464,2307,5531,3716,18532,43.97716736,4.794660407,1004,7.8,14.7,21,10.3,44,2082,0,635,0,1447,0,101,0
30221,ROQUEMAURE,30,84007,AVIGNON,84,44.04147569,4.756570125,518,5464,2307,5531,3716,18532,43.93524483,4.840715725,18441,13.6,22.0,34,19.1,81,2082,2165,635,640,1447,1525,301,381
30221,ROQUEMAURE,30,84087,ORANGE,84,44.04147569,4.756570125,518,5464,2307,5531,3716,18532,44.12891354,4.80987924,4066,10.6,21.0,21,14.6,63,2082,2165,635,640,1447,1525,101,138
30223,ROUSSON,30,30007,ALES,30,44.19721221,4.15147892,183,3967,1619,4089,2712,19408,44.12500991,4.088285013,6385,9.5,11.4,20,12.3,54,1419,1529,227,206,1192,1322,567,654
30223,ROUSSON,30,30305,SALINDRES,30,44.19721221,4.15147892,183,3967,1619,4089,2712,19408,44.1650141,4.161358367,385,3.7,4.2,11,4.6,21,1419,1529,227,206,1192,1322,152,157
30224,LA ROUVIERE,30,30189,NIMES,30,43.91990428,4.240920228,23,593,246,584,392,19915,43.84493839,4.34806797,22719,12.0,13.9,16,14.4,66,312,246,27,41,285,205,143,107
30225,SABRAN,30,30028,BAGNOLS-SUR-CEZE,30,44.15026163,4.551233464,72,1739,725,1726,1180,21946,44.16224967,4.624773809,2737,6.0,9.9,14,8.0,36,691,839,127,164,564,675,274,302
30226,SAINT-ALEXANDRE,30,30202,PONT-SAINT-ESPRIT,30,44.22394472,4.631701359,97,1154,464,1197,790,22387,44.25266371,4.639019458,994,3.2,4.3,9,4.1,17,490,0,82,0,408,0,110,0
30227,SAINT-AMBROIX,30,30007,ALES,30,44.25245837,4.194185732,362,3176,1574,3237,2323,16622,44.12500991,4.088285013,6385,16.5,19.8,31,20.6,92,1012,910,484,427,528,483,160,249
30228,SAINTE-ANASTASIE,30,30189,NIMES,30,43.93191201,4.342021996,73,1670,648,1683,1113,20185,43.84493839,4.34806797,22719,9.7,18.2,24,15.0,63,682,721,138,155,544,566,264,245
30233,SAINT-BAUZELY,30,30189,NIMES,30,43.92199661,4.192185944,54,578,220,576,375,18571,43.84493839,4.34806797,22719,15.2,18.1,25,17.5,77,231,272,58,69,173,203,119,109
30241,SAINT-CHAPTES,30,30189,NIMES,30,43.96760066,4.27481954,159,1844,732,1820,1204,18892,43.84493839,4.34806797,22719,14.9,18.6,21,18.5,75,729,771,220,229,509,542,296,250
30243,SAINT-CHRISTOL-LES-ALES,30,30007,ALES,30,44.08378546,4.076650068,641,6951,3042,7324,4954,18107,44.12500991,4.088285013,6385,4.7,6.3,12,5.9,26,2228,2495,588,782,1640,1713,828,852
30243,SAINT-CHRISTOL-LES-ALES,30,30189,NIMES,30,44.08378546,4.076650068,641,6951,3042,7324,4954,18107,43.84493839,4.34806797,22719,34.3,41.8,36,41.4,182,2228,2495,588,782,1640,1713,180,121
30245,SAINT-COME-ET-MARUEJOLS,30,30189,NIMES,30,43.83117176,4.188225289,26,765,309,794,527,21266,43.84493839,4.34806797,22719,12.9,21.4,29,16.7,75,366,392,62,63,304,329,160,198
30249,SAINT-DIONISY,30,30189,NIMES,30,43.80461376,4.223326897,92,1001,372,986,645,22790,43.84493839,4.34806797,22719,11.0,15.1,25,14.4,63,411,442,81,82,331,360,177,143
30253,SAINT-FLORENT-SUR-AUZONNET,30,30007,ALES,30,44.23740031,4.106946451,28,1231,586,1203,857,16450,44.12500991,4.088285013,6385,12.6,18.9,29,19.2,85,307,0,65,0,243,0,105,0
30254,SAINT-GENIES-DE-COMOLAS,30,84007,AVIGNON,84,44.06573493,4.731241859,68,1874,756,1953,1288,19425,43.93524483,4.840715725,18441,17.0,30.6,39,24.7,110,772,786,104,164,668,622,176,130
30255,SAINT-GENIES-DE-MALGOIRES,30,30189,NIMES,30,43.94623194,4.213171496,257,2959,1135,2898,1895,17594,43.84493839,4.34806797,22719,15.6,19.8,22,18.9,85,1116,1179,320,319,797,860,418,347
30256,SAINT-GERVAIS,30,30028,BAGNOLS-SUR-CEZE,30,44.19504683,4.579251704,17,691,320,739,507,21571,44.16224967,4.624773809,2737,5.1,7.2,11,7.2,33,0,321,0,44,0,276,0,138
30257,SAINT-GERVASY,30,30189,NIMES,30,43.87452308,4.46960919,70,1793,697,1890,1216,19081,43.84493839,4.34806797,22719,10.3,13.9,24,13.9,59,660,715,144,165,516,550,272,290
30258,SAINT-GILLES,30,30189,NIMES,30,43.65828809,4.407784278,1102,13326,5531,14124,9266,15806,43.84493839,4.34806797,22719,21.3,31.0,40,25.7,111,4722,4438,2157,2163,2565,2275,1042,775
30258,SAINT-GILLES,30,13004,ARLES,13,43.65828809,4.407784278,1102,13326,5531,14124,9266,15806,43.54686924,4.662156426,6743,23.9,35.6,36,35.6,160,4722,4438,2157,2163,2565,2275,331,321
30258,SAINT-GILLES,30,30125,GARONS,30,43.65828809,4.407784278,1102,13326,5531,14124,9266,15806,43.77173577,4.438485619,553,12.9,17.9,23,15.2,65,4722,4438,2157,2163,2565,2275,152,109
30259,SAINT-HILAIRE-DE-BRETHMAS,30,30189,NIMES,30,44.09207594,4.123818981,532,4200,1830,4436,2996,19853,43.84493839,4.34806797,22719,32.8,36.9,33,40.3,175,1664,1620,358,402,1306,1217,119,156
30259,SAINT-HILAIRE-DE-BRETHMAS,30,30007,ALES,30,44.09207594,4.123818981,532,4200,1830,4436,2996,19853,44.12500991,4.088285013,6385,4.6,5.6,11,5.6,24,1664,1620,358,402,1306,1217,748,729
30270,SAINT-JEAN-DU-PIN,30,30007,ALES,30,44.11642327,4.032739858,27,1428,614,1501,1012,19609,44.12500991,4.088285013,6385,4.5,6.2,13,6.0,26,535,557,131,116,404,441,241,276
30273,SAINT-JULIEN-DE-PEYROLAS,30,30202,PONT-SAINT-ESPRIT,30,44.28322275,4.568728098,50,1342,544,1352,903,19400,44.25266371,4.639019458,994,6.5,8.0,12,7.6,31,469,570,140,121,330,449,106,121
30274,SAINT-JULIEN-LES-ROSIERS,30,30007,ALES,30,44.18997173,4.100398324,153,3295,1352,3384,2257,19362,44.12500991,4.088285013,6385,7.3,7.7,18,8.4,39,1264,1262,169,194,1096,1068,612,649
30276,SAINT-LAURENT-D'AIGOUZE,30,34172,MONTPELLIER,34,43.57046674,4.242575769,217,3448,1574,3638,2488,19907,43.61344091,3.868516579,38976,30.5,39.2,44,41.3,175,1431,1508,364,443,1067,1065,110,141
30276,SAINT-LAURENT-D'AIGOUZE,30,30189,NIMES,30,43.57046674,4.242575769,217,3448,1574,3638,2488,19907,43.84493839,4.34806797,22719,31.7,48.2,51,40.2,178,0,1508,0,443,0,1065,0,120
30276,SAINT-LAURENT-D'AIGOUZE,30,30133,LE GRAU-DU-ROI,30,43.57046674,4.242575769,217,3448,1574,3638,2488,19907,43.50728109,4.166229487,1207,9.3,16.9,25,15.5,67,1431,1508,364,443,1067,1065,161,148
30276,SAINT-LAURENT-D'AIGOUZE,30,30003,AIGUES-MORTES,30,43.57046674,4.242575769,217,3448,1574,3638,2488,19907,43.55072496,4.183498021,828,5.2,8.6,20,8.2,34,1431,1508,364,443,1067,1065,205,114
30278,SAINT-LAURENT-DES-ARBRES,30,30028,BAGNOLS-SUR-CEZE,30,44.05569974,4.692430629,226,2829,1059,2872,1836,21460,44.16224967,4.624773809,2737,13.0,16.2,21,15.1,63,0,1172,0,204,0,968,0,112
30278,SAINT-LAURENT-DES-ARBRES,30,84007,AVIGNON,84,44.05569974,4.692430629,226,2829,1059,2872,1836,21460,43.93524483,4.840715725,18441,17.9,24.7,37,24.5,106,1074,1172,214,204,860,968,184,263
30281,SAINT-MAMERT-DU-GARD,30,30189,NIMES,30,43.88342801,4.17283449,59,1600,614,1618,1050,19810,43.84493839,4.34806797,22719,14.7,18.7,21,17.4,82,619,666,131,165,488,502,311,284
30284,SAINT-MARTIN-DE-VALGALGUES,30,30007,ALES,30,44.16588286,4.075000361,324,4325,1862,4275,2936,17353,44.12500991,4.088285013,6385,4.7,6.0,14,5.9,26,1418,1314,269,293,1149,1021,713,573
30286,SAINT-MAXIMIN,30,30334,UZES,30,43.98810193,4.455164504,18,705,309,737,499,20244,44.01365904,4.416000316,1634,4.2,6.1,11,4.9,25,284,0,56,0,228,0,104,0
30288,SAINT-NAZAIRE,30,30028,BAGNOLS-SUR-CEZE,30,44.20008736,4.62191806,62,1192,512,1218,821,17407,44.16224967,4.624773809,2737,4.2,4.9,9,5.6,24,420,429,48,56,372,374,112,111
30290,SAINT-PAULET-DE-CAISSON,30,30202,PONT-SAINT-ESPRIT,30,44.26078886,4.586822116,106,1788,725,1792,1205,20702,44.25266371,4.639019458,994,4.3,4.9,8,4.9,20,782,763,189,175,594,588,144,175
30290,SAINT-PAULET-DE-CAISSON,30,30028,BAGNOLS-SUR-CEZE,30,44.26078886,4.586822116,106,1788,725,1792,1205,20702,44.16224967,4.624773809,2737,11.4,15.6,25,15.4,64,782,0,189,0,594,0,120,0
30294,SAINT-PRIVAT-DES-VIEUX,30,30007,ALES,30,44.141686,4.130633518,479,5083,2192,5269,3567,20557,44.12500991,4.088285013,6385,3.9,4.4,10,5.3,23,1911,1880,435,422,1476,1457,965,934
30295,SAINT-QUENTIN-LA-POTERIE,30,30334,UZES,30,44.05733707,4.438724251,209,2951,1308,2917,2030,19370,44.01365904,4.416000316,1634,5.2,7.1,11,6.0,31,1247,1071,404,336,843,734,414,299
30298,SAINT-SEBASTIEN-D'AIGREFEUILLE,30,30007,ALES,30,44.11468705,3.990300451,12,536,215,483,338,19866,44.12500991,4.088285013,6385,7.9,10.3,23,10.1,42,235,0,21,0,215,0,104,0
30299,SAINT-SIFFRET,30,30334,UZES,30,44.01535961,4.46857346,43,1045,413,982,672,21717,44.01365904,4.416000316,1634,4.2,5.9,9,5.2,30,377,0,108,0,269,0,104,0
30302,SAINT-VICTOR-LA-COSTE,30,30028,BAGNOLS-SUR-CEZE,30,44.05512185,4.641625939,63,2009,813,2048,1362,21674,44.16224967,4.624773809,2737,12.0,16.0,22,15.0,69,790,863,158,187,632,676,146,143
30302,SAINT-VICTOR-LA-COSTE,30,30141,LAUDUN-L'ARDOISE,30,44.05512185,4.641625939,63,2009,813,2048,1362,21674,44.10295683,4.663895131,840,5.6,7.0,10,7.0,29,0,863,0,187,0,676,0,113
30305,SALINDRES,30,30007,ALES,30,44.1650141,4.161358367,385,3229,1463,3260,2258,18213,44.12500991,4.088285013,6385,7.3,8.4,16,9.3,40,1010,1073,376,393,634,680,372,348
